Acc.No,Acc.Date,Title,Author,Publisher,Callno,price
25866,27-04-2015,DIGITAL SYSTEMS TESTING AND TESTABLE DESIGN,MIRON ABRAMOVICI,jaico,621.39  ABR/DIG 2,599
25867,27-04-2015,UGC NET/SET(JRF AND LS) : COMPUTER SCIENCE AND APPLICATION,SURABHI SHARMA,ARIHANT,371.26  SHA/UGC,795
25868,27-04-2015,UGC NET/SET(JRF AND LS) : COMPUTER SCIENCE AND APPLICATION,SURABHI SHARMA,ARIHANT,371.26  SHA/UGC 1,795
25869,27-04-2015,UGC NET/SET(JRF AND LS) : COMPUTER SCIENCE AND APPLICATION,SURABHI SHARMA,ARIHANT,371.26  SHA/UGC 2,795
25870,27-04-2015,UGC NET/SET : FOR JRF AND ELIGIBILLITY TEST FOR LECTURESHIP : COMPUTER SCIENCE AND APPLICATION,SANJAY SINGHAL,DANIKA,371.26  SIN/UGC,550
25871,27-04-2015,UGC NET/SET : FOR JRF AND ELIGIBILLITY TEST FOR LECTURESHIP : COMPUTER SCIENCE AND APPLICATION,SANJAY SINGHAL,DANIKA,371.26  SIN/UGC 1,550
25872,27-04-2015,NEW AGE VOCABULARY FOR ACHIEVERS,ANJANA AGARWAL,NEW AGE,153.9  AGA/NEW,295
25873,27-04-2015,POWERFUL VOCABULARY BUILDER,ANJANA AGARWAL,NEW AGE,153.9  AGA/POW,299
25874,27-04-2015,FUZZY LOGIC AND  NEURAL NETWORKS : BASIC CONCEPTS AND APPLICATIONS,CHENNAKESAVA R. ALAVALA,NEW AGE,006.32  ALA/FUZ,195
25875,27-04-2015,"TOTAL QUALITY LEADERSHIP : CONCEPTS, VALUES, ETHICAL PHILOSOPHY AND ROLE MODEL",J.R. BHATTI,NEW AGE,658.562  BHA/TOT,250
25876,27-04-2015,INFORMATION TECHNOLOGY NETWORK AND INTERNET,C.T. BHUNIA,NEW AGE,004  BHU/INF,195
25877,27-04-2015,HARDWARE AND SOFTWARE OF PERSONAL COMPUTERS,SANJAY K BOSE,NEW AGE,004.22  BOS/HAR,199
25878,28-04-2015,SUCCESS AND BEYOND : YOUR MANTRAS FOR PEAK PERFORMANCE AND FULFILMENT,R.S. DABAS,NEW AGE,371.94  DAB/SUC,295
25879,28-04-2015,PROGRAMMING IN SCILAB 41,VINU V DAS,NEW AGE,005.133 S  DAS/PRO 2,295
25880,28-04-2015,MATLAB : AN INTRODUCTION WITH APPLICATIONS,V. DUKKIPATI,NEW AGE,005.133  DUK/MAT,695
25881,28-04-2015,BUSINESS COMMUNICATION,NAMITA GOPAL,NEW AGE,651.74  GOP/BUS,275
25882,28-04-2015,INFORMATION TECHNOLOGY AND E- GOVERNANCE,N. GOPALSAMY,NEW AGE,004  GOP/INF,290
25883,28-04-2015,NUMERICAL METHODS FOR SCIENTIFIC AND ENGINEERING COMPUTATION +CD,MK JAIN,NEW AGE,519.4  JAI/NUM 5,395
25884,28-04-2015,A TEXT BOOK OF COMPUTER BASED NUMERICAL AND STATISTICAL TECHNIQUES,A.K. JAISWAL,NEW AGE,510.2  JAI/TEX,360
25885,28-04-2015,COMPUTER APPLICATION FOR ENGINEERING,RAJIV KHANNA,NEW AGE,004.64  KHA/COM,120
25886,28-04-2015,INTRODUCTION TO COMPUTERS : INCLUDES ASSIGNMENTS FOR LAB SESSIONS,RAJIV KHANNA,NEW AGE,004.1  KHA/INT,250
25887,28-04-2015,NUMERICAL METHODS FOR ENINEERING,SANTHOSH K GUPTA,NEW AGE INTERNATIONAL,519.4  GUP/NUM 2,299
25888,28-04-2015,PROJECT MANAGEMENT,K NAGARAJAN,NEW AGE,658.404  NAG/PRO 5,399
25889,28-04-2015,PLACEMENT PREPARATION,S. PARTHASARATHY,NEW AGE,540.76  PAR/PLA,150
25890,28-04-2015,25 BUSINESS SKILLS IN ENGLISH : TEACHERS GUIDE,MARK MCCRACKEN,NEW AGE,651.74  MCC/BUS,
25891,12-05-2015,A BOOK ON WRITING,SAM M CARTER,NEW AGE,351  MCA/BOO,125
25892,12-05-2015,BARRON`S GRE : VERBAL WORKBOOK,PHILIP GEER,NEW AGE,371.26  GEE/BAR,199
25893,12-05-2015,BARRON`S GRE : VERBAL WORKBOOK,PHILIP GEER,NEW AGE,371.26  GEE/BAR 1,199
25894,12-05-2015,BARRON`S GRE : VERBAL WORKBOOK,PHILIP GEER,NEW AGE,371.26  GEE/BAR 2,199
25895,12-05-2015,CEO LOGIC : HOW TO THINK AND ACT LIKE A CHIEF EXECUTIVE,RAY JOHNSON,NEW AGE,351  JOH/CEO,175
25896,12-05-2015,101 WAYS TO PROMOTE YOUR WEB SITE,SUSAN SWEENEY,NEW AGE,658  SWE/WAY,225
25897,12-05-2015,WEB DESIGN  AND ASP.NET,SHASHIKANT S. SUTAR,NEW AGE,005.72  SUT/WEB,195
25898,12-05-2015,PASCAL PROGRAMMING,P. RADHA GANESHAN,NEW AGE,005.133  GAN/PAS,185
25899,12-05-2015,"BARRONS GRE, + CD",SHARON WEINER GREEN,GALGOTIA,371.26  GRE/BAR 3,699
25900,12-05-2015,HOW TO CRACK INTERVIEWS IN JAVA,RASHMI KANTA DAS,VIKAS,005.133 J  DAS/HOW,215
25901,12-05-2015,EVEN YOU CAN HACK  E-MAIL HACKING : LEARN E-MAIL HACKING THE EASY WAY,ANKIT FADIA,VIKAS,004.678  FAD/EVE,250
25902,12-05-2015,HOW TO UNBLOCK EVERYTHING ON THE INTERNET,ANKIT FADIA,VIKAS,004.678  FAD/HOW,175
25903,12-05-2015,FORGIVENESS IS POWER : A USER` GUIDE TO WHY AND HOW TO FORGIVE,WILLIAM FERGUS MARTIN,VIKAS,158.1  MAR/FOR,225
25904,12-05-2015,IT TOOLS AND APPLICATIONS,SANJAY SAXENA,VIKAS,004.1  SAX/TOO,450
25905,12-05-2015,INFORMATION SECURITY AND CYBER LAWS,SAURABH SHARMA,VIKAS,005.8  SHA/INF,225
25906,12-05-2015,VOCABULARY AT YOUR FINGERTIPS,M C SREEVALSAN,VIKAS,428.1  SRE/VOC,150
25907,12-05-2015,OBJECTIVE NON-VERBAL REASONING,,VIKAS,153.43  VIK/OBJ,300
25908,12-05-2015,UGC-NET/JRF/SET : TEACHING AND RESEARCH APTITUDE,VIKAS,VIKAS,371.26  VIK/UGC,350
25909,12-05-2015,OBJECTIVE VERBAL REASONING,VIKAS,VIKAS,153.43  VIK/OBJ,450
25910,12-05-2015,THE ENGLISH LANGUAGE,C L WRENN,VIKAS,420  WRE/THE,105
25911,12-05-2015,BARRON`S GRE : VERBAL WORKBOOK,PHILIP GEER,NEW AGE,371.26  GEE/BAR 3,199
25912,12-05-2015,BARRON`S GRE : MATH WORKBOOK,BLAIR MADORE,NEW AGE,371.26  MAD/BAR,195
25913,12-05-2015,"GATE : GRADUATE APTITUDE TEST IN ENGINEERING, COMPUTER SCIENCE AND INFORMATION TECHNOLOGY, + CD",G K PUBLISHERS,GK PUBLISHERS,371.26  GKP/GAT,835
25914,12-05-2015,"GATE : GRADUATE APTITUDE TEST IN ENGINEERING, COMPUTER SCIENCE AND INFORMATION TECHNOLOGY, + CD",G K PUBLISHERS,GK PUBLISHERS,371.26  GKP/GAT 1,835
25915,12-05-2015,"GATE : GRADUATE APTITUDE TEST IN ENGINEERING, COMPUTER SCIENCE AND INFORMATION TECHNOLOGY, + CD",G K PUBLISHERS,GK PUBLISHERS,371.26  GKP/GAT 2,835
25916,13-05-2015,"PSUS :PUBLIC SECTOR EXAMINATIONS, GENERAL STUDIES",GK PUBLISHERS,GKPUBLISHERS,371.26  GKP/PSU,295
25917,13-05-2015,"THE OFFICIAL GUIDE TO TH GRE REVISED GENERAL TEST, + CD",MGH,MGH,371.26  MGH/THE,595
25918,13-05-2015,QUANTITATIVE APTITUDE FOR COMPETITIVE EXAMINATIONS,ABHIJIT GUHA,MGH,153.9  GUH/QUA,550
25919,13-05-2015,BASIC ELECTRONICS,D P KOTHARI,MGH,621.3  KOT/BAS,325
25920,13-05-2015,OBJECTIVE ENGLISH FOR COMPETITIVE EXAMINATIONS,HARI MOHAN PRASAD,MGH,425  PRA/OBJ,495
25921,13-05-2015,INTRODUCTION TO ROBOTICS,SK SAHA,MGH,629.892  SAH/INT 2,560
25922,13-05-2015,HOW TO PREPARE FOR QUANTITATIVE APTITUDE FOR THE CAT,ARUN SHARMA,MGH,153.9  SHA/HOW,695
25923,13-05-2015,ESSENTIALS OF EDUCATIONAL PSYCHOLOGY,J C AGGARWAL,VIKAS,370.15  AGG/ESS,425
25924,13-05-2015,BETTER SPOKEN ENGLISH,SHREESH CHAUDHARY,VIKAS,425  CHA/BET,310
25925,13-05-2015,WINDOWS HACKING 2.0,ANKIT FADIA,VIKAS,005.8  FAD/WIN,175
25926,13-05-2015,FUNDAMENTALS OF INFORMATION TECHNOLOGY,MATHEWS LEON,VIKAS,004  LEO/FUN,425
25927,13-05-2015,BEHAVIOR ANALYSIS FOR EFFECTIVE TEACHING,JULIE S. VARGAS,ROUTLEDGE,371.1  VAR/BEH,595
25928,13-05-2015,PRINCIPLES OF EDUCATION,S VENKATESWARAN,VIKAS,505  VEN/PRI,285
25929,13-05-2015,GENERAL INTELLIGENCE AND TEST OF REASONING,VIKAS,VIKAS,153.43  VIK/GEN,750
25930,13-05-2015,OBJECTIVE LOGICAL REASONING,VIKAS,VIKAS,153.43  VIK/OBJ,240
25931,13-05-2015,"BARRONS GRE, + CD",SHARON WEINER GREEN,GALGOTIA,371.26  GRE/BAR 4,699
25932,13-05-2015,"BARRONS GRE, + CD",SHARON WEINER GREEN,GALGOTIA,371.26  GRE/BAR 5,699
25933,13-05-2015,MCGRAW-HILL`S GRE,MGH,MGH,371.26  MGH/MCG,750
25934,13-05-2015,"THE OFFICIAL GUIDE TO TH GRE REVISED GENERAL TEST, + CD",MGH,MGH,371.26  MGH/THE 1,685
25935,13-05-2015,MCGRAW-HILL`S  6 GRE PRACTICE TESTS,CHRISTOPHER THOMAS,MGH,371.26  THO/MCG,695
25936,13-05-2015,"UGC-CSIR, NET/JRF : ENGINEERING SCIENCE",J P PRADHAN,ARIHANT,371.26  PRA/UGC,710
25937,13-05-2015,"UGC-CSIR, NET/JRF : ENGINEERING SCIENCE",J P PRADHAN,ARIHANT,371.26  PRA/UGC 1,710
25938,13-05-2015,"UGC-CSIR, NET/JRF : ENGINEERING SCIENCE",J P PRADHAN,ARIHANT,371.26  PRA/UGC 2,710
25939,13-05-2015,"DMRC JUNIOR ENGINEER RECRUITMENT EXAMINATION , ELECTRONICS AND COMMUNICATION ENGINEERING",GKP,GK PUBLISHERS,371.26  GKP/DMR,595
25940,13-05-2015,"ONGC : ASSISTANT EXECUTIVE ENGINEER RECRUITMENT EXAMINATION, ELECTRONICS",GKP,GK PUBLISHERS,371.26  GKP/ONG,475
25941,13-05-2015,MANHATTAN REVIEW : THE GRE COMPLETE GUIDE,A SRINIVAS GIRIKANTH,PEARSON,371.26  GIR/MAN,499
25942,13-05-2015,"CCNP TSHOOT 642-832 : OFFICIAL CERTIFICATION GUIDE, + CD",KEVIN WALLACE,PEARSON,004.621  WAL/CCN,699
25943,13-05-2015,"CCNP TSHOOT 642-832 : OFFICIAL CERTIFICATION GUIDE, + CD",KEVIN WALLACE,PEARSON,004.621  WAL/CCN 1,699
25944,13-05-2015,COMPUTER SCIENCE WITH PYTHON  LANGUAGE,SATISH JAIN,BPB,005.133  JAI/COM,225
25945,13-05-2015,"THE SEVEN MAGNIFICENT : SIMPLE, QUICK AND COST EFFECTIVE TOOLS FOR CONTINUOUS IMPROVEMENT",A. N. NANKANA,NEW AGE INTERNATIONAL,530  NAN/THE,95
25946,13-05-2015,INTRODUCTION TO COMPUTERS AND BASIC PROGRAMMING,C XAVIER,NEW AGE,004.1  XAV/INT 1,295
25947,13-05-2015,"BASIC COMPUTATION AND PRINCIPLES OF COMPUTER PROGRAMMING, + CD",AMITAVA NAG,VIKAS,005.131  NAG/BAS,305
25948,13-05-2015,"RRB : SENIOR SECTION ENGINEER RECRUITMENT EXAMINATION, ELECTRONICS AND TELECOMMUNICATION",GKP,GK PUBLISHERS,371.26  GKP/RRB,625
25949,14-05-2015,VERBAL WORKOUT FOR THE GRE,YOUNG-YEE WU,Random Books,371.26  YUN/VER,699
25950,14-05-2015,ELECTRICAL ENGINEERING. OBJECTIVE SOLVED PAPER-1 : IES,MADE EASY PUBLICATIONS,MADE EASY,371.26  MAD/ELE,350
25951,14-05-2015,ELECTRICAL ENGINEERING. OBJECTIVE SOLVED PAPER-1 : IES,MADE EASY PUBLICATIONS,MADE EASY,371.26  MAD/ELE 1,350
25952,14-05-2015,"PROJECTS IN ELECTRICAL, ELECTRONICS, INSTRUMENTATION AND COMPUTER ENGINEERING",S.K. BHATTACHARYA,S CHAND,621.3  BHA/PRO,225
25953,14-05-2015,"PROJECTS IN ELECTRICAL, ELECTRONICS, INSTRUMENTATION AND COMPUTER ENGINEERING",S.K. BHATTACHARYA,S CHAND,621.3  BHA/PRO 1,225
25954,14-05-2015,PROBLEMS AND SOLUTIONS IN CONTROL SYSTEMS,NEERAJ SINGH,GK PUBLISHERS,629.8  SIN/PRO,140
25955,14-05-2015,PROBLEMS AND SOLUTIONS IN CONTROL SYSTEMS,NEERAJ SINGH,GK PUBLISHERS,629.8  SIN/PRO 1,140
25956,14-05-2015,ANALYSIS OF LINEAR CONTROL SYSTEMS,RAYAPROLU L NARASIMHAM,IKI,629.8  NAR/ANA 2,445
25957,14-05-2015,ANALYSIS OF LINEAR CONTROL SYSTEMS,RAYAPROLU L NARASIMHAM,IKI,629.8  NAR/ANA 3,445
25958,14-05-2015,BASICS OF ELECTRICAL ENGINEERING,SANJEEV SHARMA,IK INTERNATIONAL,621.3  SHA/BAS,345
25959,14-05-2015,BASICS OF ELECTRICAL ENGINEERING,SANJEEV SHARMA,IK INTERNATIONAL,621.3  SHA/BAS 1,345
25960,14-05-2015,ELECTROMAGNETIC FIELD THEORY,H. PARTHASARATHY,IK INTERNATIONAL,530.141  PAR/ELE,245
25961,14-05-2015,ELECTROMAGNETIC FIELD THEORY,H. PARTHASARATHY,IK INTERNATIONAL,530.141  PAR/ELE 1,245
25962,14-05-2015,ELECTROMAGNETIC WAVES AND WAVEGUIDES,S. BASKARAN,SCITECH,530.141  BAS/ELE 1,425
25963,14-05-2015,ELECTRICAL MACHINES,K. DEEPA,SCITECH,621.313  DEE/ELE,300
25964,14-05-2015,ELECTRICAL MACHINES,K. DEEPA,SCITECH,621.313  DEE/ELE 1,300
25965,14-05-2015,NETWORK ANALYSIS AND SYNTHESIS,N GEETHA,SCITECH,621.319 2  GEE/NET 2,325
25966,14-05-2015,POWER SYSTEM OPERATION AND CONTROL,D. VIJAYA KUMAR,SCITECH,621.319  KUM/POW,300
25967,24-06-2017,POWER SYSTEM: OPERATION AND CONTROL,K UMA RAO,WILEY,621.319  RAO/POWE 3,
25968,24-06-2017,POWER SYSTEM: OPERATION AND CONTROL,K UMA RAO,WILEY,621.319  RAO/POWE 2,
25969,14-05-2015,REACTIVE POWER CONTROL IN ELECTRIC SYSTEMS,TJE MILLER,WILEY,621.319  MIL/REA 2,1050
25970,14-07-2010,POWER SYSTEM CONTROL AND STABILITY,PM ANDERSON,JOHN WILEY,621.39  AND/POW 1,295
25971,14-07-2010,POWER SYSTEM ANALYSIS,CHARLES A. GROSS,WILEY,621.319  GRO/POW,995
25972,14-07-2010,POWER SYSTEM ANALYSIS,CHARLES A. GROSS,WILEY,621.319  GRO/POW 1,995
25973,14-07-2010,PROBLEMS AND SOLUTIONS IN ELECTRIC MACHINERY,A E FITZGERALD,TMH,621.313  FIT/PRO 1,350
25974,14-07-2010,AUTOMATIC CONTROL SYSTEMS: THEORY AND APPLICATIONS,SAURABH JAIN,SATYA PRAKASHAN,629.8  JAI/AUT,275
25975,14-07-2010,AUTOMATIC CONTROL SYSTEMS: THEORY AND APPLICATIONS,SAURABH JAIN,SATYA PRAKASHAN,629.8  JAI/AUT 1,275
25976,14-07-2010,BASIC ELECTRICAL AND ELECTRONICS ENGINEERING,PANKAJ SWARNKAR,SATYA PRAKASHAN,621.3  SWA/BAS 2,275
25977,14-07-2010,BASIC ELECTRICAL AND ELECTRONICS ENGINEERING,PANKAJ SWARNKAR,SATYA PRAKASHAN,621.3  SWA/BAS 3,275
25978,14-07-2010,BASICS OF ELECTRICAL AND ELECTRONICS ENGINEERING,B.R. SHARMA,SATYA PRAKASHAN,621.3  SHA/BAS,75
25979,14-07-2010,BASICS OF ELECTRICAL AND ELECTRONICS ENGINEERING,B.R. SHARMA,SATYA PRAKASHAN,621.3  SHA/BAS 1,75
25980,14-07-2010,ELECTRONIC COMPONENTS AND MATERIALS,MANOJ KUMAR,SATYA PRAKASHAN,621.381 5  KUM/ELE,100
25981,14-07-2010,ELECTRONIC COMPONENTS AND MATERIALS,MANOJ KUMAR,SATYA PRAKASHAN,621.381 5  KUM/ELE 1,100
25982,14-07-2010,ELEMENTS OF ELECTRICAL ENGINEERING AND ELECTRONICS,H.M. RAI,SATYA PRAKASHAN,621.3  RAI/ELE,175
25983,14-07-2010,ELEMENTS OF ELECTRICAL ENGINEERING AND ELECTRONICS,H.M. RAI,SATYA PRAKASHAN,621.3  RAI/ELE 1,175
25984,14-07-2010,FUNDAMENTALS OF ELECTRONICS AND INSTRUMENTATION,H.M. RAI,SATYA PRAKASHAN,621.381 54  RAI/FUN,150
25985,14-07-2010,FUNDAMENTALS OF ELECTRONICS AND INSTRUMENTATION,H.M. RAI,SATYA PRAKASHAN,621.381 54  RAI/FUN 1,150
25986,14-07-2010,POWER SYSTEM -1,H.M. RAI,SATYA PRAKASHAN,621.319  SIN/POW 2,250
25987,14-07-2010,POWER SYSTEM -1,H.M. RAI,SATYA PRAKASHAN,621.319  SIN/POW 3,250
25988,14-07-2010,THERMODYNAMICS,YVC RAO,UNIVERSITY PRESS,621.402 1  RAO/THE 2,195
25989,14-07-2010,THERMODYNAMICS,YVC RAO,UNIVERSITY PRESS,621.402 1  RAO/THE 3,195
25990,14-07-2010,INDUSTRIAL ENGINEERING AND MANAGEMENT,OP KHANNA,Dhanpat Rai Pub,658.5  KHA/IND 18,565
25991,14-07-2010,INDUSTRIAL ENGINEERING AND MANAGEMENT,OP KHANNA,Dhanpat Rai Pub,658.5  KHA/IND  19,565
25992,14-07-2010,INDUSTRIAL ENGINEERING AND MANAGEMENT,OP KHANNA,Dhanpat Rai Pub,658.5  KHA/IND  20,565
25993,14-07-2010,INDUSTRIAL ENGINEERING AND MANAGEMENT,OP KHANNA,Dhanpat Rai Pub,658.5  KHA/IND  21,565
25994,14-07-2010,INDUSTRIAL ENGINEERING AND MANAGEMENT,OP KHANNA,Dhanpat Rai Pub,658.5  KHA/IND  22,565
25995,14-07-2010,INDUSTRIAL ENGINEERING AND MANAGEMENT,OP KHANNA,Dhanpat Rai Pub,658.5  KHA/IND  23,565
25996,14-07-2010,INDUSTRIAL ENGINEERING AND MANAGEMENT,OP KHANNA,Dhanpat Rai Pub,658.5  KHA/IND  24,565
25997,14-07-2010,INDUSTRIAL ENGINEERING AND MANAGEMENT,OP KHANNA,Dhanpat Rai Pub,658.5  KHA/IND  25,565
25998,14-07-2010,INDUSTRIAL ENGINEERING AND MANAGEMENT,OP KHANNA,Dhanpat Rai Pub,658.5  KHA/IND  26,565
25999,14-07-2010,INDUSTRIAL ENGINEERING AND MANAGEMENT,OP KHANNA,Dhanpat Rai Pub,658.5  KHA/IND  27,565
26000,14-07-2010,INDUSTRIAL ENGINEERING AND MANAGEMENT,OP KHANNA,Dhanpat Rai Pub,658.5  KHA/IND  28,565
26001,14-07-2010,INDUSTRIAL ENGINEERING AND MANAGEMENT,OP KHANNA,Dhanpat Rai Pub,658.5  KHA/IND  29,565
26002,14-07-2010,INDUSTRIAL ENGINEERING AND MANAGEMENT,OP KHANNA,Dhanpat Rai Pub,658.5  KHA/IND  30,565
26003,14-07-2010,INDUSTRIAL ENGINEERING AND MANAGEMENT,OP KHANNA,Dhanpat Rai Pub,658.5  KHA/IND  31,565
26004,14-07-2010,INDUSTRIAL ENGINEERING AND MANAGEMENT,OP KHANNA,Dhanpat Rai Pub,658.5  KHA/IND  32,565
26005,06-12-2004,FUNDAMENTALS OF CIVI ENGINEERING,ROY M. THOMAS,EPD,624  THO/FUN,85
26006,06-12-2004,FUNDAMENTALS OF CIVI ENGINEERING,ROY M. THOMAS,EPD,624  THO/FUN 1,85
26007,14-07-2010,CONSTRUCTION MANAGEMENT FUNDAMENTALS,KRAIG KNUTSON,MGH,624.068  KNU/CON,799
26008,14-07-2010,CONSTRUCTION MANAGEMENT FUNDAMENTALS,KRAIG KNUTSON,MGH,624.068  KNU/CON 1,799
26009,14-07-2010,COMPUTER AIDED DRAFTING AND MODELING,K. VENUGOPAL,SCITECH,620.004 2  VEN/COM,425
26010,14-07-2010,COMPUTER AIDED DRAFTING AND MODELING,K. VENUGOPAL,SCITECH,620.004 2  VEN/COM 1,425
26011,14-05-2015,INTELLIGENT INSTRUMENTATION FOR ENGINEERS,J. B. DIXIT,UNIVERSITY PRESS,621.381 54  DIX/INT,150
26012,14-05-2015,INTELLIGENT INSTRUMENTATION FOR ENGINEERS,J. B. DIXIT,UNIVERSITY PRESS,621.381 54  DIX/INT 1,150
26013,14-05-2015,MAXWELLS EQUATIONS AND THE PRINCIPLES OF ELECTROMAGNETISM,RICHARD FITZPATRICK,FIREWAL MEDIA,530.141  FIT/MAX 2,395
26014,14-05-2015,MAXWELLS EQUATIONS AND THE PRINCIPLES OF ELECTROMAGNETISM,RICHARD FITZPATRICK,FIREWAL MEDIA,530.141  FIT/MAX 3,395
26015,14-05-2015,AN INTRODUCTION TO POWER SYSTEM VOL1,MANISH GOEL,UNIVERSITY SCIENCE PRESS,621.319  GOE/INT I 2,195
26016,14-05-2015,AN INTRODUCTION TO POWER SYSTEM VOL1,MANISH GOEL,UNIVERSITY SCIENCE PRESS,621.319  GOE/INT I 3,195
26017,14-05-2015,CO - RE OF ELECTRICAL ENGINEERING,SP JAIN,UNIVERSITY SCIENCE PRESS,621.3  JAI/COR 2,250
26018,14-05-2015,CO - RE OF ELECTRICAL ENGINEERING,SP JAIN,UNIVERSITY SCIENCE PRESS,621.3  JAI/COR 3,250
26019,14-05-2015,ARCHITECTURE AND PROGRAMMING OF 8051 MICROCONTROLLER,ALKA KALRA,UNIVERSITY SCIENCE PRESS,004.162  KAL/ARC,200
26020,14-05-2015,ARCHITECTURE AND PROGRAMMING OF 8051 MICROCONTROLLER,ALKA KALRA,UNIVERSITY SCIENCE PRESS,004.162  KAL/ARC 1,200
26021,14-05-2015,ANALOG AND DIGITAL ELECTRONICS,BHUPESH BHATIA,FIREWAL MEDIA,621.39  BHA/ANA,210
26022,14-05-2015,ANALOG AND DIGITAL ELECTRONICS,BHUPESH BHATIA,FIREWAL MEDIA,621.39  BHA/ANA 1,210
26023,14-05-2015,DIGITAL FUNDAMENTALS AND APPLICATIONS,C.K. CHANDA,UNIVERSITY SCIENCE PRESS,621.39  CHA/DIG,300
26024,14-05-2015,DISCRETE ELECTRONICS CIRCUITS AND ITS APPLICATIONS,SUJIT DHAR,UNIVERSITY SCIENCE PRESS,621.39  DHA/DIS,550
26025,14-05-2015,DISCRETE ELECTRONICS CIRCUITS AND ITS APPLICATIONS,SUJIT DHAR,UNIVERSITY SCIENCE PRESS,621.39  DHA/DIS 1,550
26026,14-05-2015,"8051 MICROCONTROLLER ARCHITECTURE, PROGRAMMING AND APPLICATION",M. MAHALAKSHMI,UNIVERSITY SCIENCE PRESS,004.162  MAH/MIC,175
26027,14-05-2015,"8051 MICROCONTROLLER ARCHITECTURE, PROGRAMMING AND APPLICATION",M. MAHALAKSHMI,UNIVERSITY SCIENCE PRESS,004.162  MAH/MIC 1,175
26028,14-05-2015,ELECTRIC CIRCUIT ANALYSIS,TV NARMADHA,UNIVERSITY SCIENCE PRESS,621.381 5  NAR/ELE 2,125
26029,14-05-2015,ELECTRIC CIRCUIT ANALYSIS,TV NARMADHA,UNIVERSITY SCIENCE PRESS,621.381 5  NAR/ELE 3,125
26030,14-05-2015,ELECTRONIC COMPONENTS,K. PADMANABHAN,UNIVERSITY SCIENCE PRESS,621.381 5  PAD/ELE,150
26031,14-05-2015,ELECTRONIC COMPONENTS,K. PADMANABHAN,UNIVERSITY SCIENCE PRESS,621.381 5  PAD/ELE 1,150
26032,14-05-2015,ELECTRIC CIRCUITS AND ELECTRONIC DEVICES,K PADMANABHAN,UNIVERSITY SCIENCE PRESS,621.381 5  PAD/ELE 2,150
26033,14-05-2015,ELECTRIC CIRCUITS AND ELECTRONIC DEVICES,K PADMANABHAN,UNIVERSITY SCIENCE PRESS,621.381 5  PAD/ELE 3,150
26034,14-05-2015,"INTRODUCTION TO ELECTRICAL, ELECTRONICS AND COMMUNICATION ENGINEERING",S POORNACHANDRA,UNIVERSITY SCIENCE PRESS,621.3  POO/INT,220
26035,14-05-2015,"INTRODUCTION TO ELECTRICAL, ELECTRONICS AND COMMUNICATION ENGINEERING",S POORNACHANDRA,UNIVERSITY SCIENCE PRESS,621.3  POO/INT 1,220
26036,14-05-2015,A TEXTBOOK OF ELECTRICAL TECHNOLOGY,RK RAJPUT,UNIVERSITY SCIENCE PRESS,621.3  RAJ/TEX 2,350
26037,14-05-2015,A TEXTBOOK OF ELECTRICAL TECHNOLOGY,RK RAJPUT,UNIVERSITY SCIENCE PRESS,621.3  RAJ/TEX 3,350
26038,14-05-2015,ILLUMINATING ENGINEERING,KAMALESH ROY,UNIVERSITY SCIENCE PRESS,621.32  ROY/ILL,595
26039,14-05-2015,ILLUMINATING ENGINEERING,KAMALESH ROY,UNIVERSITY SCIENCE PRESS,621.32  ROY/ILL 1,595
26040,14-05-2015,DIGITAL PRINCIPLES AND LOGIC DESIGN TECHNIQUES,ARIJIT SAHA,UNIVERSITY SCIENCE PRESS,621.39  SAH/DIG,275
26041,14-05-2015,DIGITAL PRINCIPLES AND LOGIC DESIGN TECHNIQUES,ARIJIT SAHA,UNIVERSITY SCIENCE PRESS,621.39  SAH/DIG 1,275
26042,14-05-2015,ELECTRICAL ENGINEERING (OBJECTIVE TYPE),SS GUPTA,UNIVERSITY SCIENCE PRESS,621.3 GUP/ELEC 2,550
26043,14-05-2015,ELECTRICAL ENGINEERING (OBJECTIVE TYPE),SS GUPTA,UNIVERSITY SCIENCE PRESS,621.3 GUP/ELEC 3,550
26044,14-05-2015,FIELDS AND WAVES : FUNDAMENTAL APPROACH,DEEPAK SOOD,UNIVERSITY SCIENCE PRESS,530.141  SOO/FIE,295
26045,14-05-2015,FIELDS AND WAVES : FUNDAMENTAL APPROACH,DEEPAK SOOD,UNIVERSITY SCIENCE PRESS,530.141  SOO/FIE 1,295
26046,14-05-2015,BASIC DIGITAL ELECTRONICS,M.V. SUBRAMANYAM,UNIVERSITY SCIENCE PRESS,621.39  SUB/BAS,395
26047,14-05-2015,BASIC DIGITAL ELECTRONICS,M.V. SUBRAMANYAM,UNIVERSITY SCIENCE PRESS,621.39  SUB/BAS 1,395
26048,15-05-2015,LINEAR AND DIGITAL INTEGRATED CIRCUITS DESIGN,A. SUDHAKAR,UNIVERSITY SCIENCE PRESS,621.392  SUD/LIN,75
26049,15-05-2015,LINEAR AND DIGITAL INTEGRATED CIRCUITS DESIGN,A. SUDHAKAR,UNIVERSITY SCIENCE PRESS,621.392  SUD/LIN 1,75
26050,15-05-2015,ANALYSIS OF BASIC SYSTEMS,SAURABH MANI TRIPATHI,UNIVERSITY SCIENCE PRESS,621.392  TRI/ANA,150
26051,15-05-2015,ANALYSIS OF BASIC SYSTEMS,SAURABH MANI TRIPATHI,UNIVERSITY SCIENCE PRESS,621.392  TRI/ANA 1,150
